ds,yhat,yhat_lower,yhat_upper
2022-02-04,41928.881849297555,33835.113509078896,50216.028075844966
2022-02-05,41790.389163000385,33400.19332733243,50111.903824755376
2022-02-06,41756.753693014616,33063.76893489529,49498.328730013556
2022-02-07,41809.91095093915,34364.44771036215,50282.9015072823
2022-02-08,41651.268123917165,34009.16912458084,49970.828928118346
2022-02-09,41790.54146635346,33592.116764381244,50499.48383878119
2022-02-10,41503.19317253336,33152.49972615282,49416.31680849416
2022-02-11,41346.53476998845,33245.638724549,49044.43013834393
2022-02-12,41245.645539887366,33448.1896494596,49458.39974885324
2022-02-13,41236.015211536665,32858.70217111986,49240.5557556076
2022-02-14,41298.73945255704,32996.97437370106,49501.53147908775
2022-02-15,41134.931227048364,32710.471837319466,49087.22086579601
2022-02-16,41254.565224653765,33047.73362436032,49499.02255134646
2022-02-17,40933.90404461839,33293.82254918686,48918.468082438376
2022-02-18,40731.57356749474,33129.016346315926,48593.998453187414
2022-02-19,40574.436969432456,32511.338535449057,48632.63753711092
2022-02-20,40500.17799965369,32808.79361128569,48306.85011984731
2022-02-21,40492.4239660212,32043.936447877993,48441.85229048359
2022-02-22,40255.07374717879,32272.782410167958,48540.976782112935
2022-02-23,40301.05063526637,32584.306661597533,48395.17331660082
2022-02-24,39909.6315364128,32112.622911178496,47763.36908825997
2022-02-25,39642.422970146385,31627.509312018847,47865.765153893
2022-02-26,39429.13637175057,31224.605075930252,47931.218977064345
2022-02-27,39310.07641657289,30695.4689290729,47457.62953934693
2022-02-28,39271.175697705505,31270.014912526512,47511.48036246648
2022-03-01,39018.243830975676,30784.259092770422,47015.80093395913
2022-03-02,39065.653232104814,31399.716068801623,46658.62325358154
2022-03-03,38693.615179763685,30820.939070127002,46368.13101702664
2022-03-04,38464.11827064341,29996.71895964399,47447.55981416587
2022-03-05,38306.68296409636,29947.09413865082,45834.53598662822
2022-03-06,38260.84662179759,30339.504880224817,46252.249667419295
2022-03-07,38311.212532886086,30080.616546404824,46336.62638692251
2022-03-08,38161.730625546224,29664.87836357972,45863.19999530747
2022-03-09,38324.43121632007,30647.416071573403,46306.35229668524
2022-03-10,38076.76402367332,30183.961704542915,46053.08931297036
2022-03-11,37977.612712817805,29359.285587214104,46293.90857839343
2022-03-12,37953.13643356695,29379.376855691615,46094.32430630395
2022-03-13,38039.35019122866,29803.148410088183,45915.67257918035
2022-03-14,38217.274722815586,29831.131601219426,46629.960183351206
2022-03-15,38187.320592906166,30034.70922888906,46420.01905909226
2022-03-16,38458.124794750685,30388.368684837926,46425.65398934971
2022-03-17,38303.98903002562,29819.2323497329,46391.11837264471
2022-03-18,38280.986984847375,30259.620524543832,46510.99354175831
2022-03-19,38312.88930624123,30221.00327072582,46723.39933247318
2022-03-20,38433.815635516024,29655.2551679409,46899.21401095781
2022-03-21,38623.442235276685,30652.867890793754,47320.83517597037
2022-03-22,38581.42820047948,30244.622293691744,46249.613174077596
2022-03-23,38816.27727794802,31004.617215239727,47356.64775614888
2022-03-24,38602.783706774055,30412.931636158963,47471.58697736024
2022-03-25,38498.129158768366,30199.42780025868,46851.038999739605
2022-03-26,38427.77977405706,30387.2107654898,46333.589022392815
2022-03-27,38428.093459519056,29839.935878896198,46862.50069698711
2022-03-28,38481.467293774425,30478.274769499887,46816.43210337749
2022-03-29,38290.68979262078,29484.987124907435,45904.78705882318
2022-03-30,38367.71722631097,30452.97866285481,46115.17624603667
2022-03-31,37991.02490673677,30442.502857881755,46285.46645105304
2022-04-01,37721.60329299327,29788.35995470454,45776.016640018956
2022-04-02,37488.75086060255,29352.26066400063,45366.51178200244
2022-04-03,37332.57694514286,29602.610836503132,46097.80895287778
2022-04-04,37239.04744910056,29027.068558368366,45106.393203791115
2022-04-05,36914.24112224182,28168.978639533852,45042.08142816563
2022-04-06,36873.03838877975,28538.201173739144,44840.44486475654
2022-04-07,36396.39614966999,28527.666766415037,44508.21264818951
2022-04-08,36047.28061561514,27042.058940633826,44550.99523053431
2022-04-09,35756.41188343545,27342.428841914043,43416.67258256266
2022-04-10,35564.73481341134,27507.98380758834,43586.83492904531
2022-04-11,35458.44994057945,26925.906610187376,43670.759707727244
2022-04-12,35143.27246175206,27465.34006096394,43219.87465129286
2022-04-13,35133.14107740489,26852.826118173223,43029.766658774846
2022-04-14,34707.52941818943,25845.871528130443,42692.21967453477
2022-04-15,34427.43088792582,26074.112395796463,42827.42061279369
2022-04-16,34221.16899590334,25818.22489018175,42694.68727788174
2022-04-17,34126.945659215824,25643.505968577978,42312.9104501229
2022-04-18,34127.958800342676,26413.414276295094,42451.555191590276
2022-04-19,33926.75460216293,25877.77177415409,42269.925610843646
2022-04-20,34034.033331507606,26444.161079518428,42419.89811028514
2022-04-21,33726.05849171086,25385.501969451172,42266.94343073255
2022-04-22,33560.7371553975,25221.37107359935,41470.13472799435
2022-04-23,33463.52064884546,24917.8188372865,42207.39991173958
2022-04-24,33470.03533412301,25463.50278878925,41600.747707870265
2022-04-25,33561.272329633204,25419.080275442477,41746.4033876894
2022-04-26,33437.99937177463,24600.906619532456,41607.07940778906
2022-04-27,33609.611960006034,26162.90606380966,41421.846557409146
2022-04-28,33351.57222117265,24991.82695626845,41752.70573779119
2022-04-29,33221.50250420951,25284.296834949113,41072.22382413705
2022-04-30,33145.082546353675,25419.911513131094,41167.82531861789
2022-05-01,33158.66014695791,25330.961890660103,41525.10381050628
2022-05-02,33244.40489371981,25157.05855536236,41467.00639319206
2022-05-03,33104.66934132464,25235.320021991243,41765.900026035066
2022-05-04,33250.77643878227,25601.39219261418,41092.003134452934
2022-05-05,32960.38370184952,25173.936187592135,41673.31956850469
2022-05-06,32793.49354605567,24738.653749216694,41283.68772245593
2022-05-07,32678.261296532743,24713.66228064391,40933.00392869663
2022-05-08,32653.5136748538,24900.017394549497,40784.23224685356
2022-05-09,32703.81027340957,24303.710425824163,40505.943037478515
2022-05-10,32533.715393703453,24205.54203908144,40911.06685083058
2022-05-11,32656.501940589216,24477.7174140443,40199.75834140413
2022-05-12,32351.440594672033,24545.977905351985,40775.415953013326
2022-05-13,32179.7461499589,23777.59867906049,40783.35506749749
2022-05-14,32070.334673322242,24205.891721665346,40070.68732814105
2022-05-15,32062.306028008003,23943.09887405152,40850.56289823013
2022-05-16,32139.985559968787,23763.25998186463,41087.757070875436
2022-05-17,32007.19311611563,24317.670832650838,40385.88417489354
2022-05-18,32175.96135658936,23272.69633696273,39785.272242041974
2022-05-19,31923.85631939954,23887.08814923681,39924.72708100873
2022-05-20,31809.971331399385,23967.68353471343,40118.83390981487
2022-05-21,31760.746620531325,23879.403642765214,40200.195858508945
2022-05-22,31812.52739757656,23506.966810708258,39718.45698120288
2022-05-23,31946.692005425837,23517.47293678673,40321.62612568318
2022-05-24,31864.0157756919,23884.893121811856,39656.45992164835
2022-05-25,32073.48966748039,24047.842369869522,40540.35325807597
2022-05-26,31849.743658453728,23396.025097323298,39851.102924088016
2022-05-27,31749.14280953216,23312.687305594623,39842.516820967874
2022-05-28,31695.70519913599,23967.31553673288,39659.91764526996
2022-05-29,31723.751409871948,23345.294832801126,39821.298194583724
2022-05-30,31813.114257197532,23106.598659898846,39229.27040679752
2022-05-31,31663.57172195209,23231.30992007167,40488.90014430984
2022-06-01,31783.719899813615,24439.547271181757,40334.436805899524
2022-06-02,31448.433990294656,23386.707381800607,39801.102990132145
2022-06-03,31214.983846822986,23166.128966697226,39919.09862610831
2022-06-04,31008.95237381665,22688.274432346905,38544.79444728835
2022-06-05,30866.86609939908,22538.254532627972,39233.58438449821
2022-06-06,30771.36682484638,22346.78307153975,38856.20710244545
2022-06-07,30425.58808868878,22523.649091699102,38683.979083666214
2022-06-08,30341.954580846992,22216.173774563467,39013.81740887415
2022-06-09,29799.554363900523,21887.317306835364,37844.00188189282
2022-06-10,29360.152720216665,21580.643792179413,37606.42037120196
2022-06-11,28953.998607522994,20621.78811534775,36636.62252292991
2022-06-12,28622.336072403166,20407.30889439544,36630.13644584459
2022-06-13,28352.45278273763,20060.59282506769,36473.96686231944
2022-06-14,27851.932823428542,19717.40545758626,36201.077293726376
2022-06-15,27637.335346377742,19052.650708646088,35870.85075204142
2022-06-16,26991.45233744964,18819.45456234074,35771.47137225831
2022-06-17,26479.217576481093,18045.681754533194,34088.74108647915
2022-06-18,26033.420787625,17481.236261630376,34530.788445108556
2022-06-19,25697.14201375705,17479.36006676347,33942.93850912239
2022-06-20,25458.740651148666,17501.713808562017,32921.943024064785
2022-06-21,25026.068087717562,16639.08786380102,33249.57533659859
2022-06-22,24915.126804989584,17119.464834194023,32978.27093148926
2022-06-23,24407.329907198073,16011.866260530378,32614.89792461079
2022-06-24,24065.43326357081,14896.083271285017,32581.114298052442
2022-06-25,23819.293774839054,15959.12934814707,32165.873532755617
2022-06-26,23708.367727001547,16144.666935849014,31350.120566236164
2022-06-27,23716.78204179085,15516.282862164708,32214.047405230467
2022-06-28,23547.64522898125,15110.85042400147,31809.096447278524
2022-06-29,23711.8183102335,15657.490108539592,31430.998709726508
2022-06-30,23485.296707646605,15079.638023474206,31900.076417001615
2022-07-01,23425.27201624107,15570.655640501363,31651.549596952947
2022-07-02,23456.02370001503,15862.932972891957,31197.719183200625
2022-07-03,23611.551096408886,15596.878124441697,31945.868605241496
2022-07-04,23870.774954774726,15563.941033293191,32076.717044523866
2022-07-05,23931.971825469467,15718.969565566866,31628.53478921966
2022-07-06,24301.658274788526,16605.987856571985,32912.97516675788
2022-07-07,24252.072911169533,15972.50863611401,32080.005076972717
2022-07-08,24474.680053137097,16418.511417150818,32824.7772463224
2022-07-09,24754.055150535143,16569.985107258846,32885.070345525695
2022-07-10,25122.636134272172,17088.393384715277,33080.484722306755
2022-07-11,25558.593314396356,16927.779470139358,33994.17934930309
2022-07-12,25760.26833298683,17496.80639748073,34026.40600054559
2022-07-13,26235.041649561248,18059.302869728534,34149.0788967907
2022-07-14,26256.777188509423,17553.233224277214,34296.96861327449
2022-07-15,26381.911649175065,18268.079618444088,34285.20755502456
2022-07-16,26535.338081756832,17861.152178064123,34698.25398015516
2022-07-17,26752.994668309726,18229.73885584166,34651.583130354564
2022-07-18,27016.989460235818,19039.222396651414,35579.32441492253
2022-07-19,27029.926838701882,19399.021373970023,35553.704855551994
2022-07-20,27303.655973113644,19308.212407524865,35407.830381826425
2022-07-21,27116.59331527238,18337.124015601876,34898.43082091135
2022-07-22,27029.690097247345,18593.292083472006,35013.63133023027
2022-07-23,26972.197862561363,17900.212768403817,34286.72526623651
2022-07-24,26984.146256865493,19104.90231974296,35043.720835432585
2022-07-25,27051.366882486524,18634.00173256586,34612.89257924326
2022-07-26,26879.731715406495,18477.296901350248,34810.72466156955
2022-07-27,26983.828693671647,18479.562862359344,34939.589732399705
2022-07-28,26644.228384970214,18699.604417573624,34736.141398336375
2022-07-29,26423.41405626396,18355.59812776631,34142.33847745677
2022-07-30,26251.528978244383,17821.756331791104,34236.17632967946
2022-07-31,26168.855422392364,18456.40172545572,33993.23505775843
2022-08-01,26160.858811818158,17104.524255087243,34419.320584497196
2022-08-02,25932.464620336883,17669.25429306097,34235.497013429085
2022-08-03,25996.789193902187,17917.576857227756,34162.51305935138
2022-08-04,25632.47648239934,17213.21926130471,33975.482040827024
2022-08-05,25399.710659869743,17508.81825330765,33675.67230130045
2022-08-06,25226.05576842957,17588.966408744524,33250.411038683254
2022-08-07,25149.033875739304,17152.14536362729,33182.32758733461
2022-08-08,25151.272059171788,17366.06360041715,33978.52803314407
2022-08-09,24934.882577923647,16394.430739379102,32757.93927369176
2022-08-10,25010.294186353014,16931.683956551537,32672.927811303718
2022-08-11,24653.68346456356,16265.263299916256,32946.20527275827
2022-08-12,24423.07323431454,16545.600058681375,32449.383822775253
2022-08-13,24244.24657426909,15611.626875196114,32344.867839547143
2022-08-14,24153.385669794137,15959.445158006314,33125.17432066834
2022-08-15,24132.263989039417,15496.422745006648,32796.56410464224
2022-08-16,23882.654811988414,15203.552856172428,31931.24976008368
2022-08-17,23915.173256779257,16179.937720830576,31795.43518455951
2022-08-18,23506.70041890569,15513.061883215745,31323.91930632051
2022-08-19,23216.456985996934,14542.36974989769,31666.022934023786
2022-08-20,22971.87568154958,15016.40342018271,31168.917139019606
2022-08-21,22811.18313034995,14536.211689906333,30586.748674531147
2022-08-22,22718.521470874293,14812.615986124738,30792.119225065017
2022-08-23,22398.27499448517,14310.077323012429,30089.266348066732
2022-08-24,22401.341927937316,14366.763429025099,30907.587158128434
2022-08-25,21969.901007159297,14504.469450841207,29875.490808811544
2022-08-26,21665.94694818901,13133.394151511855,28985.188714428306
2022-08-27,21419.54363230576,13232.429912583342,29780.25990002982
2022-08-28,21271.31058364997,13339.990258877622,29346.202387659694
2022-08-29,21207.455737977125,12882.24518018367,29892.68998570998
2022-08-30,20934.02263036081,12964.683072729335,29423.57085301997
2022-08-31,20965.574317102415,12307.725812320308,29341.51746398967
2022-09-01,20582.467730208577,12159.243228243813,28549.59914337909
2022-09-02,20346.790666362445,11680.81223832039,28583.245721169078
2022-09-03,20188.115211264,11599.057117051403,28370.94137402225
2022-09-04,20145.982111552163,12050.329713861975,28133.769934606265
2022-09-05,20204.94969032078,12082.343438660337,28359.310355622925
2022-09-06,20068.875107007363,11600.578635589214,28164.771172169094
2022-09-07,20249.64940200412,12216.29042422836,28866.372780750873
2022-09-08,20024.53862636713,12167.098333784284,28156.227079674965
2022-09-09,19952.201377737867,12259.71316599668,27889.774288743487
2022-09-10,19958.534234754126,11621.910442447032,27853.542126759196
2022-09-11,20079.256933525718,11510.616222684235,28493.5081475111
2022-09-12,20295.06793251485,11983.850321745764,27952.25658367281
2022-09-13,20306.03502306799,12223.530390368143,27938.11257151593
2022-09-14,20620.43918218596,12470.880218663067,28777.505938262486
2022-09-15,20512.220720480047,12534.90976047213,28845.835235227278
2022-09-16,20537.094892378296,12118.87892739832,28268.627013218666
2022-09-17,20618.485494743407,11888.98062656778,28363.968932590207
2022-09-18,20790.185608457265,13047.39887053665,29154.592528351808
2022-09-19,21031.573798556103,12667.206292553667,28731.81398100147
2022-09-20,21042.048528499028,13024.21171667359,29146.5503709636
2022-09-21,21329.89757076579,13435.4152806671,29759.000073316434
2022-09-22,21169.750583517016,13166.315426713007,28866.915506715566
2022-09-23,21118.681696698204,13225.728429008275,28692.296347752887
2022-09-24,21102.110881312714,12743.961426574693,29599.869884973126
2022-09-25,21156.414070174946,12708.84216140534,29014.566232742738
2022-09-26,21264.071703763304,13316.79727643337,29329.7387779493
2022-09-27,21128.02032106273,12773.568702474677,28894.101066628173
2022-09-28,21260.426295002362,12968.54452896837,29301.796811919856
2022-09-29,20940.03258614959,13149.581982748188,29729.926364369883
2022-09-30,20728.148370196708,11915.2116105321,29165.332657350187
2022-10-01,20554.433545800628,11931.737436782636,28585.093110376216
2022-10-02,20459.39145033582,12104.017769648375,29102.720884681596
2022-10-03,20429.402844555443,12123.754019288308,28412.0239932855
2022-10-04,20170.969102181585,11898.556250111247,28379.470619934033
2022-10-05,20199.386851484534,12231.872071155225,28365.214944678522
2022-10-06,19796.00782842252,11980.30772731093,28045.92604329674
2022-10-07,19524.156335990512,11094.095538397576,27421.406013754535
2022-10-08,19314.858433309793,10874.066997686858,27332.1896408393
2022-10-09,19209.297813777714,11390.493727712406,27230.422408915536
2022-10-10,19193.83253093044,10402.056497455687,27446.476607269906
2022-10-11,18974.241037396983,11213.804352449675,27173.95264068936
2022-10-12,19064.419730809357,11111.16883067052,26781.033703222358
2022-10-13,18743.68512648578,10658.33983083482,27351.747589834868
2022-10-14,18572.75184703134,10534.179366847471,26880.023755917293
2022-10-15,18479.538814620806,10655.040388271304,26534.342050984444
2022-10-16,18501.71638492382,10540.09105606366,27506.44600407596
2022-10-17,18621.825942191874,10114.3734455759,27021.01439188552
2022-10-18,18541.63744021387,10332.059226735566,26830.208886202257
2022-10-19,18770.963844875554,10721.559204952708,26638.01764137632
2022-10-20,18585.08220108928,10623.100176821821,26296.48490815052
2022-10-21,18540.829053049303,9754.028809440559,26765.782798145283
2022-10-22,18562.51918199981,10998.236385446358,26700.129020365563
2022-10-23,18684.597117785623,10449.10924019264,26497.1226682378
2022-10-24,18886.849896202857,11038.341573966947,26902.577366367343
2022-10-25,18868.84382410921,11055.550576422338,26962.21735752892
2022-10-26,19138.801890065235,11249.556590679718,26801.46533999696
2022-10-27,18971.069698505304,11204.000746507527,27778.782631790542
2022-10-28,18922.236339425737,11444.354605050343,26843.350820736865
2022-10-29,18917.05840785475,11200.24506395194,27046.30532746136
2022-10-30,18991.096469125318,11061.04151046751,27196.70282441036
2022-10-31,19125.89287694734,11301.339607194013,26991.29052869536
2022-11-01,19023.35472437046,10797.600349109449,27755.741607965072
2022-11-02,19194.560137730183,10542.682106327431,27172.698181405514
2022-11-03,18917.13787271188,10790.661494684986,27267.221419978632
2022-11-04,18751.2891542677,10820.20353674196,27085.042738118434
2022-11-05,18625.602879473794,10761.262365120945,26740.945412844514
2022-11-06,18579.576674778258,10571.5127615638,26718.945638739227
2022-11-07,18598.67610749876,10773.807631467262,26605.050465473207
2022-11-08,18388.599322885857,10698.8561438826,26633.701398079156
2022-11-09,18463.968804439515,9889.301966927897,26701.71777396305
2022-11-10,18105.603598500053,10452.81891877535,26402.187995121687
2022-11-11,17876.444121910157,9693.498412920637,25836.149703205207
2022-11-12,17707.28355084425,9665.58233174599,26106.099998421814
2022-11-13,17639.220778617917,9354.942681921084,25705.163350565097
2022-11-14,17658.66928240052,8742.192060757074,25778.074171454107
2022-11-15,17471.590693729988,9961.086215718946,25273.311573596577
2022-11-16,17592.17573216355,9581.576497475227,26331.77256095106
2022-11-17,17300.126213993517,9851.986549100733,25495.299473520772
2022-11-18,17156.610023147332,9193.503053718441,25700.07944863159
2022-11-19,17090.04221401908,9223.063823669328,25251.95129311269
2022-11-20,17138.605832231406,9449.532220696443,25337.682916102167
2022-11-21,17285.344857999007,9007.304288768913,24972.333077981748
2022-11-22,17232.495653929658,9003.822116466437,25053.858727349412
2022-11-23,17490.276755275103,9379.972658276778,25483.80260668597
2022-11-24,17334.287566588402,9440.133465050196,25259.488720231126
2022-11-25,17321.584468435653,8598.863147561127,25576.209299306156
2022-11-26,17376.58398754454,8846.884455803933,26029.546456334207
2022-11-27,17533.703037951163,9543.506771016157,25863.04246997688
2022-11-28,17772.56519483589,9655.550617939987,25903.003521810413
2022-11-29,17792.436019779834,9659.308683021422,26008.174170224484
2022-11-30,18101.10424590441,10127.118274842458,25747.7175570948
2022-12-01,17972.356685487786,10401.984525436215,25460.962872030814
2022-12-02,17962.113100713035,9580.254415802448,26277.47741415471
2022-12-03,17994.36892342787,9347.092221785682,26703.547698971917
2022-12-04,18103.85464256577,10232.241134759806,26379.687247995433
2022-12-05,18271.240152101207,10404.088131677703,26402.721140606867
2022-12-06,18197.54710517995,10239.390393566315,26370.271995852316
2022-12-07,18392.986649706898,10414.637689946683,26237.212936095922
2022-12-08,18134.3715923552,9174.547976033671,26152.579520762618
2022-12-09,17981.170968632767,10900.498655971978,26241.12017443475
2022-12-10,17861.357149173306,9605.987969280954,26046.8019615897
2022-12-11,17813.95698808999,9774.40462273113,26218.543810434832
2022-12-12,17824.13835904233,9445.043032222988,26229.452087887563
2022-12-13,17597.49845527363,9586.444774312844,25002.912326312504
2022-12-14,17648.77474140137,9829.420338640894,25678.31053571965
2022-12-15,17259.13119732381,9136.892959562836,24910.382504255584
2022-12-16,16992.09140268206,8930.393890125797,24353.153050762616
2022-12-17,16779.272037699368,8798.865853474967,25337.32586242097
2022-12-18,16662.831527561146,8362.194554142836,24471.8067755148
2022-12-19,16630.468080745806,8901.132099009066,24963.213034632263
2022-12-20,16389.63600231678,8152.285193510173,24584.373623664353
2022-12-21,16456.203203275047,8315.52661591467,25046.842020983724
2022-12-22,16111.704050168108,8417.750390030615,25061.741188978798
2022-12-23,15919.260035345957,7764.758195938928,24248.98960946838
2022-12-24,15809.322177622342,7093.1478456101895,23899.81729746129
2022-12-25,15822.149607897689,7511.760669918721,23758.572667269327
2022-12-26,15942.857719719166,7454.012627686269,24107.75581554488
2022-12-27,15875.70332375649,7943.080051815439,23645.89905422719
2022-12-28,16132.827756085731,8387.300920630714,24471.55755684571
2022-12-29,15991.609641972114,7922.974228194571,23992.479145763267
2022-12-30,16010.696952861821,7940.998457697626,23755.44419023679
2022-12-31,16115.869106191627,7413.807281203113,23886.447061571194
2023-01-01,16342.64017653462,8151.3431039820825,24193.921850547642
2023-01-02,16671.433084046213,8755.609148107013,24495.532619878253
2023-01-03,16801.98865849243,8156.692913118387,24898.272236240322
2023-01-04,17242.227063290164,9344.842055686771,25225.372488264864
2023-01-05,17265.70999026486,8872.978678989673,25366.649210464504
2023-01-06,17427.77024037579,9405.595443323022,26060.387347897256
2023-01-07,17651.456772010864,9823.772683012845,25815.402902921654
2023-01-08,17970.20404712457,9650.832109884479,26541.75042114623
2023-01-09,18363.05379541097,10577.883022889873,26285.20290419332
2023-01-10,18529.091889579857,10235.622605264565,26279.788755743597
2023-01-11,18976.31718383534,10843.463139185604,27413.86606044415
2023-01-12,18979.09068508666,10701.065696540878,26663.00572300692
2023-01-13,19094.232201123188,10527.247177221734,26241.106507315704
2023-01-14,19246.913685933083,11271.814934164075,27300.13877247007
2023-01-15,19473.259728609584,11044.865589547631,28100.913721718873
2023-01-16,19755.485446147006,12079.124237688478,27503.477641361555
2023-01-17,19796.23701482688,11768.96660495332,28200.66411992052
2023-01-18,20107.354578455393,11759.3912173698,27912.457979586434
2023-01-19,19967.20904233932,11678.101962371744,28161.011726222452
2023-01-20,19936.683216061643,11897.88209545477,28123.84102125095
2023-01-21,19944.949868149455,11922.04196138725,28316.062179292992
2023-01-22,20031.960504028844,12218.120995708861,27730.8565810725
2023-01-23,20183.478320392875,12347.139296457275,28608.61121580575
2023-01-24,20105.323556281477,12103.891766959658,28154.029129066155
2023-01-25,20312.05365212586,11539.11800622867,27902.196793609142
2023-01-26,20084.23201207643,12778.261605402731,28246.016131386335
2023-01-27,19984.357667771154,12552.883584816718,28048.10945739623
2023-01-28,19942.609738982155,12294.756713269375,28591.524246131547
2023-01-29,19999.321296033144,11347.954172088228,28268.39510355202
2023-01-30,20140.01631137557,12373.593169842596,28714.52382864319
2023-01-31,20069.67759229585,12034.28968820342,27980.881173579066
2023-02-01,20301.467227922603,11509.977845800579,28168.327607625164
2023-02-02,20114.051947455035,11766.211570717374,28232.476559861192
2023-02-03,20067.603813420064,11980.203001960628,28420.56029120716
2023-02-04,20089.62785366351,12282.58678934732,28235.819944873103
2023-02-05,20217.52859826828,12530.780173379442,28714.86318215679
2023-02-06,20433.746303800286,12334.402686271776,28899.462143989775
2023-02-07,20440.12767353649,12628.30849526684,28211.981777745317
2023-02-08,20746.749438380895,12029.837461921234,29712.116811711316
2023-02-09,20629.344036852777,12618.240685109462,29304.944968985437
2023-02-10,20645.394763969354,12575.903248882427,28656.98335210669
2023-02-11,20720.049134219127,12268.731430913824,28514.24969421554
2023-02-12,20888.759846735717,13227.576205442403,28834.60905832735
2023-02-13,21132.481913513515,13032.965308338693,29145.789891910365
2023-02-14,21152.0889595885,12629.426990393958,29079.51553300314
2023-02-15,21457.225734384898,13490.9144168426,30100.010376263897
2023-02-16,21323.745259383595,12973.624280190566,28701.78053352859
2023-02-17,21309.797703651217,13069.046209835817,29012.509894870836
2023-02-18,21341.719995573276,13372.078177529582,29631.276138771354
2023-02-19,21456.6363538544,12503.691426595982,29917.76339102267
2023-02-20,21637.59959971811,13754.891191617238,29804.157444885856
2023-02-21,21587.93802587718,13520.876007085064,29394.83568957466
2023-02-22,21820.02703903902,13390.225794371578,30110.70846557822
2023-02-23,21612.636522986282,14068.664496615156,30090.988743578193
2023-02-24,21526.923802991754,13767.854405400805,29813.307964088075
2023-02-25,21492.22419183571,13377.15835010357,29737.922478601213
2023-02-26,21548.552365005875,13598.088643075049,29079.72827264795
2023-02-27,21681.647491608168,13856.725874586904,29959.52816393582
2023-02-28,21597.22986735179,13059.397580920046,29638.665613657315
2023-03-01,21809.691063053993,13666.201914024086,29364.229454497723
2023-03-02,21599.371047074324,13202.554080622076,29582.241048570933
2023-03-03,21528.494358045988,13654.14538072661,29724.074418342043
2023-03-04,21526.91907724892,13557.3733750635,30208.34068286542
2023-03-05,21634.613164808776,13645.922719541155,29564.871580211948
2023-03-06,21836.691901974344,14199.878324260313,29546.60340220347
2023-03-07,21837.68447909577,13871.580667930562,29728.086741652733
2023-03-08,22150.25149583118,14032.786234858137,30052.717096556793
2023-03-09,22052.506079600298,13479.470166714384,29384.788479990544
2023-03-10,22104.00941854584,14328.281353060085,30571.27179730433
2023-03-11,22231.592734028512,13970.789789580198,30033.04911353991
2023-03-12,22471.918113043,14384.934699167481,30457.582224036127
2023-03-13,22806.6094529527,14569.378406524742,31012.247006395613
2023-03-14,22936.618795496295,15377.928816714859,30782.039557315446
2023-03-15,23371.04686384108,14716.90461047308,31579.274384920423
2023-03-16,23384.56745424815,15236.7937891327,32006.299848165905
2023-03-17,23533.52341372006,15521.497924757417,30730.548271032498
2023-03-18,23741.84324490868,16139.109165182204,32328.08167407398
2023-03-19,24043.68794516732,15757.869923169097,31536.560442529873
2023-03-20,24418.656772772312,16076.06062197379,32373.2940315398
2023-03-21,24566.214988322256,16352.131519807002,33295.00512736006
2023-03-22,24994.560552953728,16933.828306461135,33243.719804286426
2023-03-23,24978.078053990812,16784.81337308154,32901.99000268689
2023-03-24,25073.446700688517,16553.70747481101,33552.181705245384
2023-03-25,25205.55106099364,16721.776921368815,33011.26074277289
2023-03-26,25410.10430503247,17758.458663772224,33759.16349867163
2023-03-27,25668.813331173886,17554.37786097113,33980.09364008111
2023-03-28,25683.750008887597,17670.10428333314,33714.717543559425
2023-03-29,25966.147173814014,17439.184803923796,34083.54738213143
2023-03-30,25793.76971745042,17824.666353794797,34117.623224473806
2023-03-31,25726.930041732045,17570.601425370693,34080.53352801576
2023-04-01,25694.29926034184,17028.825361327188,33916.321767809364
2023-04-02,25735.426825486065,17504.02412288665,32986.71953753743
2023-04-03,25835.800984319918,18131.759334667327,33640.588335526896
2023-04-04,25701.117352316807,18291.77847989797,33569.42215471113
2023-04-05,25845.977226054318,17533.57370329339,33934.96212972585
2023-04-06,25551.16880972584,17407.154300745016,33455.93160054636
2023-04-07,25379.603218416374,17144.279733049643,33736.74301492396
2023-04-08,25262.0589164926,17400.885626400788,32983.57318629712
2023-04-09,25239.64916289891,16953.265328730628,33412.71491368008
2023-04-10,25298.846321135654,17123.061480322947,33247.02951010585
2023-04-11,25145.73129294116,16887.27824089189,33667.50488009633
2023-04-12,25294.69015972385,17171.30552088444,33597.04092425639
2023-04-13,25025.71114485542,17358.148316268038,32842.820246249175
2023-04-14,24900.353178686408,16772.834494603892,32968.159104924984
2023-04-15,24847.53864381625,16746.736790867588,33054.195639461395
2023-04-16,24906.083313667077,17289.210456669854,32742.53426440533
2023-04-17,25059.795388399463,16492.254277973345,33197.71743760373
2023-04-18,25011.80953989912,16529.488701417307,32962.00492887062
2023-04-19,25273.37543873654,17044.677325919314,33065.21767328823
2023-04-20,25121.251045656027,16672.989131077804,33038.742155284825
2023-04-21,25113.76899707842,16982.180740767053,33147.483476443005
2023-04-22,25176.725674184192,17945.841514357737,34029.98060107292
2023-04-23,25346.003047355058,17512.256396001492,33746.21307268947
2023-04-24,25602.752398988832,17378.622378114294,33676.279907644224
2023-04-25,25647.803298670675,17594.633936079663,34573.240369481086
2023-04-26,25990.515047971156,17970.40596553044,33940.95109102801
2023-04-27,25906.219007051033,17562.847889946235,34001.35927449256
2023-04-28,25952.31869261788,17404.27220009447,33785.45705560365
2023-04-29,26054.196272556466,17756.367331847723,34235.20252650876
2023-04-30,26247.835089780016,18080.59965111991,34146.46948970127
